invoice_id,contract_id,account_id,invoice_date,period_month,amount
INV003853,C0408,A0153,2026-01-01,2026-01-01,995.85
INV003854,C0408,A0153,2026-02-01,2026-02-01,995.85
INV003855,C0408,A0153,2026-03-01,2026-03-01,995.85
INV003856,C0408,A0153,2026-04-01,2026-04-01,995.85
INV003857,C0408,A0153,2026-05-01,2026-05-01,995.85
INV003858,C0409,A0058,2025-09-01,2025-09-01,4391.33
INV003859,C0409,A0058,2025-10-01,2025-10-01,4391.33
INV003860,C0409,A0058,2025-11-01,2025-11-01,4391.33
INV003861,C0409,A0058,2025-12-01,2025-12-01,4391.33
INV003862,C0409,A0058,2026-01-01,2026-01-01,4391.33
INV003863,C0409,A0058,2026-02-01,2026-02-01,4391.33
INV003864,C0409,A0058,2026-03-01,2026-03-01,4391.33
INV003865,C0409,A0058,2026-04-01,2026-04-01,4391.33
INV003866,C0409,A0058,2026-05-01,2026-05-01,4391.33
INV003867,C0410,A0191,2025-03-01,2025-03-01,1434.67
INV003868,C0410,A0191,2025-04-01,2025-04-01,1434.67
INV003869,C0410,A0191,2025-05-01,2025-05-01,1434.67
INV003870,C0410,A0191,2025-06-01,2025-06-01,1434.67
INV003871,C0410,A0191,2025-07-01,2025-07-01,1434.67
INV003872,C0410,A0191,2025-08-01,2025-08-01,1434.67
INV003873,C0410,A0191,2025-09-01,2025-09-01,1434.67
INV003874,C0410,A0191,2025-10-01,2025-10-01,1434.67
INV003875,C0410,A0191,2025-11-01,2025-11-01,1434.67
INV003876,C0410,A0191,2025-12-01,2025-12-01,1434.67
INV003877,C0410,A0191,2026-01-01,2026-01-01,1434.67
INV003878,C0410,A0191,2026-02-01,2026-02-01,1434.67
INV003879,C0410,A0191,2026-03-01,2026-03-01,1434.67
INV003880,C0410,A0191,2026-04-01,2026-04-01,1434.67
INV003881,C0410,A0191,2026-05-01,2026-05-01,1434.67
INV003882,C0411,A0198,2026-04-01,2026-04-01,5028.33
INV003883,C0411,A0198,2026-05-01,2026-05-01,5028.33
INV003884,C0412,A0343,2025-03-01,2025-03-01,6366.5
INV003885,C0412,A0343,2025-04-01,2025-04-01,6366.5
INV003886,C0412,A0343,2025-05-01,2025-05-01,6366.5
INV003887,C0412,A0343,2025-06-01,2025-06-01,6366.5
INV003888,C0412,A0343,2025-07-01,2025-07-01,6366.5
INV003889,C0412,A0343,2025-08-01,2025-08-01,6366.5
INV003890,C0412,A0343,2025-09-01,2025-09-01,6366.5
INV003891,C0412,A0343,2025-10-01,2025-10-01,6366.5
INV003892,C0412,A0343,2025-11-01,2025-11-01,6366.5
INV003893,C0412,A0343,2025-12-01,2025-12-01,6366.5
INV003894,C0412,A0343,2026-01-01,2026-01-01,6366.5
INV003895,C0412,A0343,2026-02-01,2026-02-01,6366.5
INV003896,C0412,A0343,2026-03-01,2026-03-01,6366.5
INV003897,C0413,A0237,2026-01-01,2026-01-01,4530.83
INV003898,C0413,A0237,2026-02-01,2026-02-01,4530.83
INV003899,C0413,A0237,2026-03-01,2026-03-01,4530.83
INV003900,C0413,A0237,2026-04-01,2026-04-01,4530.83
INV003901,C0413,A0237,2026-05-01,2026-05-01,4530.83
INV003902,C0414,A0116,2025-09-01,2025-09-01,846.42
INV003903,C0414,A0116,2025-10-01,2025-10-01,846.42
INV003904,C0414,A0116,2025-11-01,2025-11-01,846.42
INV003905,C0414,A0116,2025-12-01,2025-12-01,846.42
INV003906,C0414,A0116,2026-01-01,2026-01-01,846.42
INV003907,C0414,A0116,2026-02-01,2026-02-01,846.42
INV003908,C0414,A0116,2026-03-01,2026-03-01,846.42
INV003909,C0414,A0116,2026-04-01,2026-04-01,846.42
INV003910,C0414,A0116,2026-05-01,2026-05-01,846.42
INV003911,C0415,A0338,2025-06-01,2025-06-01,1325.83
INV003912,C0415,A0338,2025-07-01,2025-07-01,1325.83
INV003913,C0415,A0338,2025-08-01,2025-08-01,1325.83
INV003914,C0415,A0338,2025-09-01,2025-09-01,1325.83
INV003915,C0415,A0338,2025-10-01,2025-10-01,1325.83
INV003916,C0415,A0338,2025-11-01,2025-11-01,1325.83
INV003917,C0415,A0338,2025-12-01,2025-12-01,1325.83
INV003918,C0415,A0338,2026-01-01,2026-01-01,1325.83
INV003919,C0415,A0338,2026-02-01,2026-02-01,1325.83
INV003920,C0415,A0338,2026-03-01,2026-03-01,1325.83
INV003921,C0415,A0338,2026-04-01,2026-04-01,1325.83
INV003922,C0415,A0338,2026-05-01,2026-05-01,1325.83
INV003923,C0416,A0295,2026-01-01,2026-01-01,6145.5
INV003924,C0416,A0295,2026-02-01,2026-02-01,6145.5
INV003925,C0416,A0295,2026-03-01,2026-03-01,6145.5
INV003926,C0416,A0295,2026-04-01,2026-04-01,6145.5
INV003927,C0416,A0295,2026-05-01,2026-05-01,6145.5
INV003928,C0417,A0290,2025-05-01,2025-05-01,6276.33
INV003929,C0417,A0290,2025-06-01,2025-06-01,6276.33
INV003930,C0417,A0290,2025-07-01,2025-07-01,6276.33
INV003931,C0417,A0290,2025-08-01,2025-08-01,6276.33
INV003932,C0417,A0290,2025-09-01,2025-09-01,6276.33
INV003933,C0417,A0290,2025-10-01,2025-10-01,6276.33
INV003934,C0417,A0290,2025-11-01,2025-11-01,6276.33
INV003935,C0417,A0290,2025-12-01,2025-12-01,6276.33
INV003936,C0417,A0290,2026-01-01,2026-01-01,6276.33
INV003937,C0417,A0290,2026-02-01,2026-02-01,6276.33
INV003938,C0417,A0290,2026-03-01,2026-03-01,6276.33
INV003939,C0417,A0290,2026-04-01,2026-04-01,6276.33
INV003940,C0417,A0290,2026-05-01,2026-05-01,6276.33
INV003941,C0418,A0290,2026-05-01,2026-05-01,6276.33
INV003942,C0419,A0060,2025-04-01,2025-04-01,3162.17
INV003943,C0419,A0060,2025-05-01,2025-05-01,3162.17
INV003944,C0419,A0060,2025-06-01,2025-06-01,3162.17
INV003945,C0419,A0060,2025-07-01,2025-07-01,3162.17
INV003946,C0419,A0060,2025-08-01,2025-08-01,3162.17
INV003947,C0419,A0060,2025-09-01,2025-09-01,3162.17
INV003948,C0419,A0060,2025-10-01,2025-10-01,3162.17
INV003949,C0419,A0060,2025-11-01,2025-11-01,3162.17
INV003950,C0419,A0060,2025-12-01,2025-12-01,3162.17
INV003951,C0419,A0060,2026-01-01,2026-01-01,3162.17
INV003952,C0419,A0060,2026-02-01,2026-02-01,3162.17
INV003953,C0419,A0060,2026-03-01,2026-03-01,3162.17
INV003954,C0419,A0060,2026-04-01,2026-04-01,3162.17
INV003955,C0419,A0060,2026-05-01,2026-05-01,3162.17
INV003956,C0420,A0098,2025-03-01,2025-03-01,4333.75
INV003957,C0420,A0098,2025-04-01,2025-04-01,4333.75
INV003958,C0420,A0098,2025-05-01,2025-05-01,4333.75
INV003959,C0420,A0098,2025-06-01,2025-06-01,4333.75
INV003960,C0420,A0098,2025-07-01,2025-07-01,4333.75
INV003961,C0420,A0098,2025-08-01,2025-08-01,4333.75
INV003962,C0420,A0098,2025-09-01,2025-09-01,4333.75
INV003963,C0420,A0098,2025-10-01,2025-10-01,4333.75
INV003964,C0420,A0098,2025-11-01,2025-11-01,4333.75
INV003965,C0420,A0098,2025-12-01,2025-12-01,4333.75
INV003966,C0420,A0098,2026-01-01,2026-01-01,4333.75
INV003967,C0420,A0098,2026-02-01,2026-02-01,4333.75
INV003968,C0420,A0098,2026-03-01,2026-03-01,4333.75
INV003969,C0421,A0098,2026-03-01,2026-03-01,3683.69
INV003970,C0421,A0098,2026-04-01,2026-04-01,3683.69
INV003971,C0421,A0098,2026-05-01,2026-05-01,3683.69
INV003972,C0422,A0189,2025-10-01,2025-10-01,717.25
INV003973,C0422,A0189,2025-11-01,2025-11-01,717.25
INV003974,C0422,A0189,2025-12-01,2025-12-01,717.25
INV003980,C0423,A0476,2024-09-01,2024-09-01,1586.92
INV003981,C0423,A0476,2024-10-01,2024-10-01,1586.92
INV003982,C0423,A0476,2024-11-01,2024-11-01,1586.92
INV003983,C0423,A0476,2024-12-01,2024-12-01,1586.92
INV003984,C0423,A0476,2025-01-01,2025-01-01,1586.92
INV003985,C0423,A0476,2025-02-01,2025-02-01,1586.92
INV003986,C0423,A0476,2025-03-01,2025-03-01,1586.92
INV003987,C0423,A0476,2025-04-01,2025-04-01,1586.92
INV003988,C0423,A0476,2025-05-01,2025-05-01,1586.92
INV003989,C0423,A0476,2025-06-01,2025-06-01,1586.92
INV003990,C0423,A0476,2025-07-01,2025-07-01,1586.92
INV003991,C0423,A0476,2025-08-01,2025-08-01,1586.92
INV003992,C0423,A0476,2025-09-01,2025-09-01,1586.92
INV003993,C0423,A0476,2025-10-01,2025-10-01,1586.92
INV003994,C0423,A0476,2025-11-01,2025-11-01,1586.92
INV003995,C0423,A0476,2025-12-01,2025-12-01,1586.92
INV003996,C0423,A0476,2026-01-01,2026-01-01,1586.92
INV003997,C0423,A0476,2026-02-01,2026-02-01,1586.92
INV003998,C0423,A0476,2026-03-01,2026-03-01,1586.92
INV003999,C0423,A0476,2026-04-01,2026-04-01,1586.92
INV004000,C0423,A0476,2026-05-01,2026-05-01,1586.92
INV004001,C0424,A0132,2025-11-01,2025-11-01,935.83
INV004002,C0424,A0132,2025-12-01,2025-12-01,935.83
INV004003,C0424,A0132,2026-01-01,2026-01-01,935.83
INV004004,C0424,A0132,2026-02-01,2026-02-01,935.83
INV004005,C0424,A0132,2026-03-01,2026-03-01,935.83
INV004006,C0424,A0132,2026-04-01,2026-04-01,935.83
INV004007,C0424,A0132,2026-05-01,2026-05-01,935.83
INV004008,C0425,A0108,2025-07-01,2025-07-01,6314.17
INV004009,C0425,A0108,2025-08-01,2025-08-01,6314.17
INV004010,C0425,A0108,2025-09-01,2025-09-01,6314.17
INV004011,C0425,A0108,2025-10-01,2025-10-01,6314.17
INV004012,C0425,A0108,2025-11-01,2025-11-01,6314.17
INV004013,C0425,A0108,2025-12-01,2025-12-01,6314.17
INV004014,C0425,A0108,2026-01-01,2026-01-01,6314.17
INV004015,C0425,A0108,2026-02-01,2026-02-01,6314.17
INV004016,C0425,A0108,2026-03-01,2026-03-01,6314.17
INV004017,C0425,A0108,2026-04-01,2026-04-01,6314.17
INV004018,C0425,A0108,2026-05-01,2026-05-01,6314.17
INV004019,C0426,A0111,2024-11-01,2024-11-01,6448.67
INV004020,C0426,A0111,2024-12-01,2024-12-01,6448.67
INV004021,C0426,A0111,2025-01-01,2025-01-01,6448.67
INV004022,C0426,A0111,2025-02-01,2025-02-01,6448.67
INV004023,C0426,A0111,2025-03-01,2025-03-01,6448.67
INV004024,C0426,A0111,2025-04-01,2025-04-01,6448.67
INV004025,C0426,A0111,2025-05-01,2025-05-01,6448.67
INV004026,C0426,A0111,2025-06-01,2025-06-01,6448.67
INV004027,C0426,A0111,2025-07-01,2025-07-01,6448.67
INV004028,C0426,A0111,2025-08-01,2025-08-01,6448.67
INV004029,C0426,A0111,2025-09-01,2025-09-01,6448.67
INV004030,C0426,A0111,2025-10-01,2025-10-01,6448.67
INV004031,C0426,A0111,2025-11-01,2025-11-01,6448.67
INV004032,C0427,A0106,2025-09-01,2025-09-01,4591.0
INV004033,C0427,A0106,2025-10-01,2025-10-01,4591.0
INV004034,C0427,A0106,2025-11-01,2025-11-01,4591.0
INV004035,C0427,A0106,2025-12-01,2025-12-01,4591.0
INV004036,C0427,A0106,2026-01-01,2026-01-01,4591.0
INV004037,C0427,A0106,2026-02-01,2026-02-01,4591.0
INV004038,C0427,A0106,2026-03-01,2026-03-01,4591.0
INV004039,C0427,A0106,2026-04-01,2026-04-01,4591.0
INV004040,C0427,A0106,2026-05-01,2026-05-01,4591.0
INV004041,C0428,A0277,2025-11-01,2025-11-01,3024.92
INV004042,C0428,A0277,2025-12-01,2025-12-01,3024.92
INV004043,C0428,A0277,2026-01-01,2026-01-01,3024.92
INV004044,C0428,A0277,2026-02-01,2026-02-01,3024.92
INV004045,C0428,A0277,2026-03-01,2026-03-01,3024.92
INV004046,C0428,A0277,2026-04-01,2026-04-01,3024.92
INV004047,C0428,A0277,2026-05-01,2026-05-01,3024.92
INV004048,C0429,A0013,2024-10-01,2024-10-01,1278.92
INV004049,C0429,A0013,2024-11-01,2024-11-01,1278.92
INV004050,C0429,A0013,2024-12-01,2024-12-01,1278.92
INV004051,C0429,A0013,2025-01-01,2025-01-01,1278.92
INV004052,C0429,A0013,2025-02-01,2025-02-01,1278.92
INV004053,C0429,A0013,2025-03-01,2025-03-01,1278.92
INV004054,C0429,A0013,2025-04-01,2025-04-01,1278.92
INV004055,C0429,A0013,2025-05-01,2025-05-01,1278.92
INV004056,C0429,A0013,2025-06-01,2025-06-01,1278.92
INV004057,C0429,A0013,2025-07-01,2025-07-01,1278.92
INV004058,C0429,A0013,2025-08-01,2025-08-01,1278.92
INV004059,C0429,A0013,2025-09-01,2025-09-01,1278.92
INV004060,C0429,A0013,2025-10-01,2025-10-01,1278.92
INV004061,C0430,A0013,2025-10-01,2025-10-01,1087.08
INV004062,C0430,A0013,2025-11-01,2025-11-01,1087.08
INV004063,C0430,A0013,2025-12-01,2025-12-01,1087.08
INV004064,C0430,A0013,2026-01-01,2026-01-01,1087.08
INV004065,C0430,A0013,2026-02-01,2026-02-01,1087.08
INV004066,C0430,A0013,2026-03-01,2026-03-01,1087.08
INV004067,C0430,A0013,2026-04-01,2026-04-01,1087.08
INV004068,C0430,A0013,2026-05-01,2026-05-01,1087.08
INV004069,C0431,A0289,2025-11-01,2025-11-01,450.58
INV004070,C0431,A0289,2025-12-01,2025-12-01,450.58
INV004071,C0431,A0289,2026-01-01,2026-01-01,450.58
INV004072,C0431,A0289,2026-02-01,2026-02-01,450.58
INV004073,C0431,A0289,2026-03-01,2026-03-01,450.58
INV004074,C0431,A0289,2026-04-01,2026-04-01,450.58
INV004075,C0431,A0289,2026-05-01,2026-05-01,450.58
INV004076,C0432,A0345,2025-03-01,2025-03-01,4936.5
INV004077,C0432,A0345,2025-04-01,2025-04-01,4936.5
INV004078,C0432,A0345,2025-05-01,2025-05-01,4936.5
INV004079,C0432,A0345,2025-06-01,2025-06-01,4936.5
INV004080,C0432,A0345,2025-07-01,2025-07-01,4936.5
INV004081,C0432,A0345,2025-08-01,2025-08-01,4936.5
INV004082,C0432,A0345,2025-09-01,2025-09-01,4936.5
INV004083,C0432,A0345,2025-10-01,2025-10-01,4936.5
INV004084,C0432,A0345,2025-11-01,2025-11-01,4936.5
INV004085,C0432,A0345,2025-12-01,2025-12-01,4936.5
INV004086,C0432,A0345,2026-01-01,2026-01-01,4936.5
INV004087,C0432,A0345,2026-02-01,2026-02-01,4936.5
INV004088,C0432,A0345,2026-03-01,2026-03-01,4936.5
INV004089,C0433,A0361,2025-12-01,2025-12-01,1580.42
INV004090,C0433,A0361,2026-01-01,2026-01-01,1580.42
INV004091,C0433,A0361,2026-02-01,2026-02-01,1580.42
INV004092,C0433,A0361,2026-03-01,2026-03-01,1580.42
INV004093,C0433,A0361,2026-04-01,2026-04-01,1580.42
INV004094,C0433,A0361,2026-05-01,2026-05-01,1580.42
INV004095,C0434,A0176,2024-12-01,2024-12-01,1180.08
INV004096,C0434,A0176,2025-01-01,2025-01-01,1180.08
INV004097,C0434,A0176,2025-02-01,2025-02-01,1180.08
INV004098,C0434,A0176,2025-03-01,2025-03-01,1180.08
INV004099,C0434,A0176,2025-04-01,2025-04-01,1180.08
INV004100,C0434,A0176,2025-05-01,2025-05-01,1180.08
INV004101,C0434,A0176,2025-06-01,2025-06-01,1180.08
INV004102,C0434,A0176,2025-07-01,2025-07-01,1180.08
INV004103,C0434,A0176,2025-08-01,2025-08-01,1180.08
INV004104,C0434,A0176,2025-09-01,2025-09-01,1180.08
INV004105,C0434,A0176,2025-10-01,2025-10-01,1180.08
INV004106,C0434,A0176,2025-11-01,2025-11-01,1180.08
INV004107,C0434,A0176,2025-12-01,2025-12-01,1180.08
INV004108,C0435,A0176,2025-12-01,2025-12-01,1180.08
INV004109,C0435,A0176,2026-01-01,2026-01-01,1180.08
INV004110,C0435,A0176,2026-02-01,2026-02-01,1180.08
INV004111,C0435,A0176,2026-03-01,2026-03-01,1180.08
INV004112,C0435,A0176,2026-04-01,2026-04-01,1180.08
INV004113,C0435,A0176,2026-05-01,2026-05-01,1180.08
INV004114,C0436,A0184,2026-05-01,2026-05-01,5855.42
INV004115,C0437,A0074,2024-07-01,2024-07-01,641.67
INV004116,C0437,A0074,2024-08-01,2024-08-01,641.67
INV004117,C0437,A0074,2024-09-01,2024-09-01,641.67
INV004118,C0437,A0074,2024-10-01,2024-10-01,641.67
INV004119,C0437,A0074,2024-11-01,2024-11-01,641.67
INV004120,C0437,A0074,2024-12-01,2024-12-01,641.67
INV004121,C0437,A0074,2025-01-01,2025-01-01,641.67
INV004122,C0437,A0074,2025-02-01,2025-02-01,641.67
INV004123,C0437,A0074,2025-03-01,2025-03-01,641.67
INV004124,C0437,A0074,2025-04-01,2025-04-01,641.67
INV004125,C0437,A0074,2025-05-01,2025-05-01,641.67
INV004126,C0437,A0074,2025-06-01,2025-06-01,641.67
INV004127,C0437,A0074,2025-07-01,2025-07-01,641.67
INV004128,C0438,A0074,2025-07-01,2025-07-01,962.5
INV004129,C0438,A0074,2025-08-01,2025-08-01,962.5
INV004130,C0438,A0074,2025-09-01,2025-09-01,962.5
INV004131,C0438,A0074,2025-10-01,2025-10-01,962.5
INV004132,C0438,A0074,2025-11-01,2025-11-01,962.5
INV004133,C0438,A0074,2025-12-01,2025-12-01,962.5
INV004134,C0438,A0074,2026-01-01,2026-01-01,962.5
INV004135,C0438,A0074,2026-02-01,2026-02-01,962.5
INV004136,C0438,A0074,2026-03-01,2026-03-01,962.5
INV004137,C0438,A0074,2026-04-01,2026-04-01,962.5
INV004138,C0438,A0074,2026-05-01,2026-05-01,962.5
INV004139,C0439,A0251,2025-09-01,2025-09-01,576.75
INV004140,C0439,A0251,2025-10-01,2025-10-01,576.75
INV004141,C0439,A0251,2025-11-01,2025-11-01,576.75
INV004142,C0439,A0251,2025-12-01,2025-12-01,576.75
INV004143,C0439,A0251,2026-01-01,2026-01-01,576.75
INV004144,C0439,A0251,2026-02-01,2026-02-01,576.75
INV004145,C0439,A0251,2026-03-01,2026-03-01,576.75
INV004146,C0439,A0251,2026-04-01,2026-04-01,576.75
INV004147,C0439,A0251,2026-05-01,2026-05-01,576.75
INV004148,C0440,A0181,2025-06-01,2025-06-01,2731.0
INV004149,C0440,A0181,2025-07-01,2025-07-01,2731.0
INV004150,C0440,A0181,2025-08-01,2025-08-01,2731.0
INV004151,C0440,A0181,2025-09-01,2025-09-01,2731.0
INV004152,C0440,A0181,2025-10-01,2025-10-01,2731.0
INV004153,C0440,A0181,2025-11-01,2025-11-01,2731.0
INV004154,C0440,A0181,2025-12-01,2025-12-01,2731.0
INV004155,C0440,A0181,2026-01-01,2026-01-01,2731.0
INV004156,C0440,A0181,2026-02-01,2026-02-01,2731.0
INV004157,C0440,A0181,2026-03-01,2026-03-01,2731.0
INV004158,C0440,A0181,2026-04-01,2026-04-01,2731.0
INV004159,C0440,A0181,2026-05-01,2026-05-01,2731.0
INV004160,C0441,A0448,2024-08-01,2024-08-01,625.75
INV004161,C0441,A0448,2024-09-01,2024-09-01,625.75
INV004162,C0441,A0448,2024-10-01,2024-10-01,625.75
INV004163,C0441,A0448,2024-11-01,2024-11-01,625.75
INV004164,C0441,A0448,2024-12-01,2024-12-01,625.75
INV004165,C0441,A0448,2025-01-01,2025-01-01,625.75
INV004166,C0441,A0448,2025-02-01,2025-02-01,625.75
INV004167,C0441,A0448,2025-03-01,2025-03-01,625.75
INV004168,C0441,A0448,2025-04-01,2025-04-01,625.75
INV004169,C0441,A0448,2025-05-01,2025-05-01,625.75
INV004170,C0441,A0448,2025-06-01,2025-06-01,625.75
INV004171,C0441,A0448,2025-07-01,2025-07-01,625.75
INV004172,C0441,A0448,2025-08-01,2025-08-01,625.75
INV004173,C0442,A0425,2025-08-01,2025-08-01,848.75
INV004174,C0442,A0425,2025-09-01,2025-09-01,848.75
INV004175,C0442,A0425,2025-10-01,2025-10-01,848.75
INV004176,C0442,A0425,2025-11-01,2025-11-01,848.75
INV004177,C0442,A0425,2025-12-01,2025-12-01,848.75
INV004178,C0442,A0425,2026-01-01,2026-01-01,848.75
INV004179,C0442,A0425,2026-02-01,2026-02-01,848.75
INV004180,C0442,A0425,2026-03-01,2026-03-01,848.75
INV004181,C0442,A0425,2026-04-01,2026-04-01,848.75
INV004182,C0442,A0425,2026-05-01,2026-05-01,848.75
INV004183,C0443,A0483,2025-08-01,2025-08-01,1463.42
INV004184,C0443,A0483,2025-09-01,2025-09-01,1463.42
INV004185,C0443,A0483,2025-10-01,2025-10-01,1463.42
INV004186,C0443,A0483,2025-11-01,2025-11-01,1463.42
INV004187,C0443,A0483,2025-12-01,2025-12-01,1463.42
INV004188,C0443,A0483,2026-01-01,2026-01-01,1463.42
INV004189,C0443,A0483,2026-02-01,2026-02-01,1463.42
INV004190,C0443,A0483,2026-03-01,2026-03-01,1463.42
INV004191,C0443,A0483,2026-04-01,2026-04-01,1463.42
INV004192,C0443,A0483,2026-05-01,2026-05-01,1463.42
INV004193,C0444,A0283,2024-12-01,2024-12-01,981.83
INV004194,C0444,A0283,2025-01-01,2025-01-01,981.83
INV004195,C0444,A0283,2025-02-01,2025-02-01,981.83
INV004196,C0444,A0283,2025-03-01,2025-03-01,981.83
INV004197,C0444,A0283,2025-04-01,2025-04-01,981.83
INV004198,C0444,A0283,2025-05-01,2025-05-01,981.83
INV004199,C0444,A0283,2025-06-01,2025-06-01,981.83
INV004200,C0444,A0283,2025-07-01,2025-07-01,981.83
INV004201,C0444,A0283,2025-08-01,2025-08-01,981.83
INV004202,C0444,A0283,2025-09-01,2025-09-01,981.83
INV004203,C0444,A0283,2025-10-01,2025-10-01,981.83
INV004204,C0444,A0283,2025-11-01,2025-11-01,981.83
INV004205,C0444,A0283,2025-12-01,2025-12-01,981.83
INV004206,C0445,A0283,2025-12-01,2025-12-01,834.56
INV004207,C0445,A0283,2026-01-01,2026-01-01,834.56
INV004208,C0445,A0283,2026-02-01,2026-02-01,834.56
INV004209,C0445,A0283,2026-03-01,2026-03-01,834.56
INV004210,C0445,A0283,2026-04-01,2026-04-01,834.56
INV004211,C0445,A0283,2026-05-01,2026-05-01,834.56
INV004212,C0446,A0259,2025-06-01,2025-06-01,5113.33
INV004213,C0446,A0259,2025-07-01,2025-07-01,5113.33
INV004214,C0446,A0259,2025-08-01,2025-08-01,5113.33
INV004215,C0446,A0259,2025-09-01,2025-09-01,5113.33
INV004216,C0446,A0259,2025-10-01,2025-10-01,5113.33
INV004217,C0446,A0259,2025-11-01,2025-11-01,5113.33
INV004218,C0446,A0259,2025-12-01,2025-12-01,5113.33
INV004219,C0446,A0259,2026-01-01,2026-01-01,5113.33
INV004220,C0446,A0259,2026-02-01,2026-02-01,5113.33
INV004221,C0446,A0259,2026-03-01,2026-03-01,5113.33
INV004222,C0446,A0259,2026-04-01,2026-04-01,5113.33
INV004223,C0446,A0259,2026-05-01,2026-05-01,5113.33
INV004224,C0447,A0053,2025-11-01,2025-11-01,3626.58
INV004225,C0447,A0053,2025-12-01,2025-12-01,3626.58
INV004226,C0447,A0053,2026-01-01,2026-01-01,3626.58
INV004227,C0447,A0053,2026-02-01,2026-02-01,3626.58
INV004228,C0447,A0053,2026-03-01,2026-03-01,3626.58
INV004229,C0447,A0053,2026-04-01,2026-04-01,3626.58
INV004230,C0447,A0053,2026-05-01,2026-05-01,3626.58
INV004231,C0448,A0082,2025-11-01,2025-11-01,4652.75
INV004232,C0448,A0082,2025-12-01,2025-12-01,4652.75
INV004233,C0448,A0082,2026-01-01,2026-01-01,4652.75
INV004234,C0448,A0082,2026-02-01,2026-02-01,4652.75
INV004235,C0448,A0082,2026-03-01,2026-03-01,4652.75
INV004236,C0448,A0082,2026-04-01,2026-04-01,4652.75
INV004237,C0448,A0082,2026-05-01,2026-05-01,4652.75
INV004238,C0449,A0486,2025-10-01,2025-10-01,838.92
INV004239,C0449,A0486,2025-11-01,2025-11-01,838.92
INV004240,C0449,A0486,2025-12-01,2025-12-01,838.92
INV004241,C0449,A0486,2026-01-01,2026-01-01,838.92
INV004242,C0449,A0486,2026-02-01,2026-02-01,838.92
INV004243,C0449,A0486,2026-03-01,2026-03-01,838.92
INV004244,C0449,A0486,2026-04-01,2026-04-01,838.92
INV004245,C0449,A0486,2026-05-01,2026-05-01,838.92
INV004246,C0450,A0111,2025-06-01,2025-06-01,4990.0
INV004247,C0450,A0111,2025-07-01,2025-07-01,4990.0
INV004248,C0450,A0111,2025-08-01,2025-08-01,4990.0
INV004249,C0450,A0111,2025-09-01,2025-09-01,4990.0
INV004250,C0450,A0111,2025-10-01,2025-10-01,4990.0
INV004251,C0450,A0111,2025-11-01,2025-11-01,4990.0
INV004252,C0450,A0111,2025-12-01,2025-12-01,4990.0
INV004253,C0450,A0111,2026-01-01,2026-01-01,4990.0
INV004254,C0450,A0111,2026-02-01,2026-02-01,4990.0
INV004255,C0450,A0111,2026-03-01,2026-03-01,4990.0
INV004256,C0450,A0111,2026-04-01,2026-04-01,4990.0
INV004257,C0450,A0111,2026-05-01,2026-05-01,4990.0
INV004258,C0451,A0323,2025-09-01,2025-09-01,2420.75
INV004259,C0451,A0323,2025-10-01,2025-10-01,2420.75
INV004260,C0451,A0323,2025-11-01,2025-11-01,2420.75
INV004261,C0451,A0323,2025-12-01,2025-12-01,2420.75
INV004262,C0451,A0323,2026-01-01,2026-01-01,2420.75
INV004263,C0451,A0323,2026-02-01,2026-02-01,2420.75
INV004264,C0451,A0323,2026-03-01,2026-03-01,2420.75
INV004265,C0451,A0323,2026-04-01,2026-04-01,2420.75
INV004266,C0451,A0323,2026-05-01,2026-05-01,2420.75
INV004267,C0452,A0194,2025-01-01,2025-01-01,24607.67
INV004268,C0452,A0194,2025-02-01,2025-02-01,24607.67
INV004269,C0452,A0194,2025-03-01,2025-03-01,24607.67
INV004270,C0452,A0194,2025-04-01,2025-04-01,24607.67
INV004271,C0452,A0194,2025-05-01,2025-05-01,24607.67
INV004272,C0452,A0194,2025-06-01,2025-06-01,24607.67
INV004273,C0452,A0194,2025-07-01,2025-07-01,24607.67
INV004274,C0452,A0194,2025-08-01,2025-08-01,24607.67
INV004275,C0452,A0194,2025-09-01,2025-09-01,24607.67
INV004276,C0452,A0194,2025-10-01,2025-10-01,24607.67
INV004277,C0452,A0194,2025-11-01,2025-11-01,24607.67
INV004278,C0452,A0194,2025-12-01,2025-12-01,24607.67
INV004279,C0452,A0194,2026-01-01,2026-01-01,24607.67
INV004280,C0452,A0194,2026-02-01,2026-02-01,24607.67
INV004281,C0452,A0194,2026-03-01,2026-03-01,24607.67
INV004282,C0452,A0194,2026-04-01,2026-04-01,24607.67
INV004283,C0452,A0194,2026-05-01,2026-05-01,24607.67
INV004284,C0453,A0192,2026-04-01,2026-04-01,1337.83
INV004285,C0453,A0192,2026-05-01,2026-05-01,1337.83
INV004286,C0454,A0169,2024-12-01,2024-12-01,3284.0
INV004287,C0454,A0169,2025-01-01,2025-01-01,3284.0
INV004288,C0454,A0169,2025-02-01,2025-02-01,3284.0
INV004289,C0454,A0169,2025-03-01,2025-03-01,3284.0
INV004290,C0454,A0169,2025-04-01,2025-04-01,3284.0
INV004291,C0454,A0169,2025-05-01,2025-05-01,3284.0
INV004292,C0454,A0169,2025-06-01,2025-06-01,3284.0
INV004293,C0454,A0169,2025-07-01,2025-07-01,3284.0
INV004294,C0454,A0169,2025-08-01,2025-08-01,3284.0
INV004295,C0454,A0169,2025-09-01,2025-09-01,3284.0
INV004296,C0454,A0169,2025-10-01,2025-10-01,3284.0
INV004297,C0454,A0169,2025-11-01,2025-11-01,3284.0
