history_id,opportunity_id,stage,entered_at,exited_at
H003008,O00770,Closed Won,2024-08-16,
H003009,O00771,Prospecting,2025-11-16,2025-12-07
H003010,O00771,Qualification,2025-12-07,2026-01-13
H003011,O00771,Proposal,2026-01-13,2026-01-21
H003012,O00771,Closed Lost,2026-01-21,
H003013,O00772,Prospecting,2026-05-20,2026-05-25
H003014,O00772,Qualification,2026-05-25,2026-05-29
H003015,O00772,Proposal,2026-05-29,2026-05-30
H003016,O00772,Negotiation,2026-05-30,
H003017,O00773,Prospecting,2024-09-23,2024-11-16
H003018,O00773,Qualification,2024-11-16,2024-12-09
H003019,O00773,Proposal,2024-12-09,2024-12-15
H003020,O00773,Negotiation,2024-12-15,2025-01-21
H003021,O00773,Closed Won,2025-01-21,
H003022,O00774,Prospecting,2025-05-29,2025-06-06
H003023,O00774,Qualification,2025-06-06,2025-06-24
H003024,O00774,Proposal,2025-06-24,2025-07-25
H003025,O00774,Negotiation,2025-07-25,2025-09-01
H003026,O00774,Closed Won,2025-09-01,
H003027,O00775,Prospecting,2024-11-27,2024-11-28
H003028,O00775,Qualification,2024-11-28,2024-12-22
H003029,O00775,Proposal,2024-12-22,2024-12-28
H003030,O00775,Negotiation,2024-12-28,2025-01-14
H003031,O00775,Closed Lost,2025-01-14,
H003032,O00776,Prospecting,2026-04-14,2026-04-15
H003033,O00776,Qualification,2026-04-15,2026-05-18
H003034,O00776,Proposal,2026-05-18,
H003035,O00777,Prospecting,2024-06-28,2024-10-20
H003036,O00777,Closed Lost,2024-10-20,
H003037,O00778,Prospecting,2026-05-09,2026-05-12
H003038,O00778,Qualification,2026-05-12,2026-05-20
H003039,O00778,Proposal,2026-05-20,2026-05-21
H003040,O00778,Negotiation,2026-05-21,
H003041,O00779,Prospecting,2025-02-12,2025-02-17
H003042,O00779,Qualification,2025-02-17,2025-02-19
H003043,O00779,Proposal,2025-02-19,2025-02-23
H003044,O00779,Negotiation,2025-02-23,2025-03-05
H003045,O00779,Closed Won,2025-03-05,
H003046,O00780,Prospecting,2026-02-28,2026-03-15
H003047,O00780,Qualification,2026-03-15,2026-04-03
H003048,O00780,Proposal,2026-04-03,2026-04-12
H003049,O00780,Negotiation,2026-04-12,2026-04-21
H003050,O00780,Closed Won,2026-04-21,
H003051,O00781,Prospecting,2024-06-07,2024-07-09
H003052,O00781,Qualification,2024-07-09,2024-07-20
H003053,O00781,Proposal,2024-07-20,2024-08-25
H003054,O00781,Closed Lost,2024-08-25,
H003055,O00782,Prospecting,2024-07-05,2024-07-20
H003056,O00782,Qualification,2024-07-20,2024-08-03
H003057,O00782,Proposal,2024-08-03,2024-08-21
H003058,O00782,Negotiation,2024-08-21,2024-09-03
H003059,O00782,Closed Lost,2024-09-03,
H003060,O00783,Prospecting,2024-12-25,2025-01-20
H003061,O00783,Closed Lost,2025-01-20,
H003062,O00784,Prospecting,2024-12-20,2024-12-21
H003063,O00784,Qualification,2024-12-21,2025-03-17
H003064,O00784,Proposal,2025-03-17,2025-03-19
H003065,O00784,Negotiation,2025-03-19,2025-03-20
H003066,O00784,Closed Won,2025-03-20,
H003067,O00785,Prospecting,2024-12-27,2025-02-07
H003068,O00785,Qualification,2025-02-07,2025-02-14
H003069,O00785,Proposal,2025-02-14,2025-04-02
H003070,O00785,Closed Lost,2025-04-02,
H003071,O00786,Prospecting,2026-04-24,
H003072,O00787,Prospecting,2026-04-13,2026-04-14
H003073,O00787,Qualification,2026-04-14,2026-04-27
H003074,O00787,Proposal,2026-04-27,2026-05-28
H003075,O00787,Negotiation,2026-05-28,
H003076,O00788,Prospecting,2026-03-05,
H003077,O00789,Prospecting,2025-04-18,2025-04-21
H003078,O00789,Qualification,2025-04-21,2025-07-21
H003079,O00789,Closed Lost,2025-07-21,
H003080,O00790,Prospecting,2024-12-16,2024-12-17
H003081,O00790,Qualification,2024-12-17,2024-12-31
H003082,O00790,Proposal,2024-12-31,2025-01-09
H003083,O00790,Negotiation,2025-01-09,2025-01-14
H003084,O00790,Closed Lost,2025-01-14,
H003085,O00791,Prospecting,2025-12-11,2025-12-25
H003086,O00791,Qualification,2025-12-25,2026-01-15
H003087,O00791,Proposal,2026-01-15,2026-01-23
H003088,O00791,Negotiation,2026-01-23,2026-01-24
H003089,O00791,Closed Won,2026-01-24,
H003090,O00792,Prospecting,2025-07-30,2025-08-16
H003091,O00792,Qualification,2025-08-16,2025-08-24
H003092,O00792,Proposal,2025-08-24,2025-09-13
H003093,O00792,Negotiation,2025-09-13,2025-09-18
H003094,O00792,Closed Won,2025-09-18,
H003095,O00793,Prospecting,2026-03-31,2026-05-25
H003096,O00793,Qualification,2026-05-25,
H003097,O00794,Prospecting,2025-04-15,2025-04-23
H003098,O00794,Qualification,2025-04-23,2025-05-07
H003099,O00794,Proposal,2025-05-07,2025-05-13
H003100,O00794,Negotiation,2025-05-13,2025-06-10
H003101,O00794,Closed Won,2025-06-10,
H003102,O00795,Prospecting,2026-04-29,
H003103,O00796,Prospecting,2024-09-07,2024-10-09
H003104,O00796,Closed Lost,2024-10-09,
H003105,O00797,Prospecting,2026-04-20,2026-04-29
H003106,O00797,Qualification,2026-04-29,2026-05-02
H003107,O00797,Proposal,2026-05-02,2026-05-18
H003108,O00797,Negotiation,2026-05-18,
H003109,O00798,Prospecting,2024-08-19,2024-11-25
H003110,O00798,Closed Lost,2024-11-25,
H003111,O00799,Prospecting,2025-07-21,2025-10-11
H003112,O00799,Qualification,2025-10-11,2025-10-12
H003113,O00799,Proposal,2025-10-12,2025-11-12
H003114,O00799,Closed Lost,2025-11-12,
H003115,O00800,Prospecting,2025-12-29,2026-01-05
H003116,O00800,Qualification,2026-01-05,2026-01-06
H003117,O00800,Proposal,2026-01-06,2026-01-10
H003118,O00800,Negotiation,2026-01-10,2026-01-18
H003119,O00800,Closed Won,2026-01-18,
H003120,O00801,Prospecting,2026-03-31,2026-05-04
H003121,O00801,Qualification,2026-05-04,2026-05-24
H003122,O00801,Proposal,2026-05-24,
H003123,O00802,Prospecting,2025-03-23,2025-03-25
H003124,O00802,Qualification,2025-03-25,2025-05-22
H003125,O00802,Proposal,2025-05-22,2025-05-27
H003126,O00802,Negotiation,2025-05-27,2025-05-31
H003127,O00802,Closed Won,2025-05-31,
H003128,O00803,Prospecting,2025-03-18,2025-06-24
H003129,O00803,Closed Lost,2025-06-24,
H003130,O00804,Prospecting,2025-02-20,2025-03-19
H003131,O00804,Qualification,2025-03-19,2025-03-22
H003132,O00804,Proposal,2025-03-22,2025-03-29
H003133,O00804,Negotiation,2025-03-29,2025-04-02
H003134,O00804,Closed Won,2025-04-02,
H003135,O00805,Prospecting,2024-05-29,2024-07-09
H003136,O00805,Closed Lost,2024-07-09,
H003137,O00806,Prospecting,2025-02-13,2025-02-18
H003138,O00806,Qualification,2025-02-18,2025-03-05
H003139,O00806,Proposal,2025-03-05,2025-03-05
H003140,O00806,Negotiation,2025-03-05,2025-03-31
H003141,O00806,Closed Won,2025-03-31,
H003142,O00807,Prospecting,2026-04-27,2026-05-21
H003143,O00807,Qualification,2026-05-21,2026-05-26
H003144,O00807,Proposal,2026-05-26,2026-05-30
H003145,O00807,Negotiation,2026-05-30,
H003146,O00808,Prospecting,2024-07-16,2024-07-29
H003147,O00808,Qualification,2024-07-29,2024-08-15
H003148,O00808,Proposal,2024-08-15,2024-09-02
H003149,O00808,Closed Lost,2024-09-02,
H003150,O00809,Prospecting,2025-07-18,2025-08-11
H003151,O00809,Closed Lost,2025-08-11,
H003152,O00810,Prospecting,2026-02-02,2026-05-14
H003153,O00810,Closed Lost,2026-05-14,
H003154,O00811,Prospecting,2025-09-09,2025-09-16
H003155,O00811,Qualification,2025-09-16,2025-09-20
H003156,O00811,Proposal,2025-09-20,2025-10-13
H003157,O00811,Negotiation,2025-10-13,2025-10-18
H003158,O00811,Closed Won,2025-10-18,
H003159,O00812,Prospecting,2024-07-08,2024-07-21
H003160,O00812,Qualification,2024-07-21,2024-07-23
H003161,O00812,Proposal,2024-07-23,2024-08-08
H003162,O00812,Negotiation,2024-08-08,2024-09-21
H003163,O00812,Closed Won,2024-09-21,
H003164,O00813,Prospecting,2025-09-08,2025-09-19
H003165,O00813,Qualification,2025-09-19,2025-09-22
H003166,O00813,Proposal,2025-09-22,2025-09-27
H003167,O00813,Negotiation,2025-09-27,2025-11-11
H003168,O00813,Closed Won,2025-11-11,
H003169,O00814,Prospecting,2025-05-01,2025-05-11
H003170,O00814,Qualification,2025-05-11,2025-07-12
H003171,O00814,Proposal,2025-07-12,2025-07-24
H003172,O00814,Negotiation,2025-07-24,2025-08-05
H003173,O00814,Closed Lost,2025-08-05,
H003174,O00815,Prospecting,2024-10-28,2024-11-01
H003175,O00815,Qualification,2024-11-01,2024-11-08
H003176,O00815,Proposal,2024-11-08,2024-11-10
H003177,O00815,Negotiation,2024-11-10,2024-12-01
H003178,O00815,Closed Lost,2024-12-01,
H003179,O00816,Prospecting,2024-12-27,2025-04-13
H003180,O00816,Closed Lost,2025-04-13,
H003181,O00817,Prospecting,2025-03-27,2025-05-14
H003182,O00817,Qualification,2025-05-14,2025-05-16
H003183,O00817,Proposal,2025-05-16,2025-06-30
H003184,O00817,Negotiation,2025-06-30,2025-07-23
H003185,O00817,Closed Won,2025-07-23,
H003186,O00818,Prospecting,2026-02-11,2026-04-15
H003187,O00818,Closed Lost,2026-04-15,
H003188,O00819,Prospecting,2024-08-21,2024-09-02
H003189,O00819,Qualification,2024-09-02,2024-10-13
H003190,O00819,Proposal,2024-10-13,2024-11-24
H003191,O00819,Negotiation,2024-11-24,2024-11-29
H003192,O00819,Closed Won,2024-11-29,
H003193,O00820,Prospecting,2025-11-18,2026-01-22
H003194,O00820,Closed Lost,2026-01-22,
H003195,O00821,Prospecting,2025-06-10,2025-06-24
H003196,O00821,Qualification,2025-06-24,2025-07-12
H003197,O00821,Proposal,2025-07-12,2025-07-16
H003198,O00821,Negotiation,2025-07-16,2025-09-06
H003199,O00821,Closed Won,2025-09-06,
H003200,O00822,Prospecting,2025-10-22,2025-10-22
H003201,O00822,Qualification,2025-10-22,2025-10-28
H003202,O00822,Proposal,2025-10-28,2025-11-08
H003203,O00822,Negotiation,2025-11-08,2025-11-13
H003204,O00822,Closed Won,2025-11-13,
H003205,O00823,Prospecting,2024-09-04,2024-09-11
H003206,O00823,Qualification,2024-09-11,2024-09-18
H003207,O00823,Proposal,2024-09-18,2024-10-13
H003208,O00823,Negotiation,2024-10-13,2024-10-28
H003209,O00823,Closed Won,2024-10-28,
H003210,O00824,Prospecting,2025-06-30,2025-10-21
H003211,O00824,Closed Lost,2025-10-21,
H003212,O00825,Prospecting,2024-11-15,2024-12-06
H003213,O00825,Qualification,2024-12-06,2025-01-06
H003214,O00825,Proposal,2025-01-06,2025-01-24
H003215,O00825,Closed Lost,2025-01-24,
H003216,O00826,Prospecting,2025-05-21,2025-07-04
H003217,O00826,Qualification,2025-07-04,2025-08-06
H003218,O00826,Proposal,2025-08-06,2025-08-09
H003219,O00826,Closed Lost,2025-08-09,
H003220,O00827,Prospecting,2024-05-18,2024-06-17
H003221,O00827,Qualification,2024-06-17,2024-07-05
H003222,O00827,Proposal,2024-07-05,2024-07-08
H003223,O00827,Negotiation,2024-07-08,2024-07-25
H003224,O00827,Closed Lost,2024-07-25,
H003225,O00828,Prospecting,2025-09-01,2025-09-10
H003226,O00828,Qualification,2025-09-10,2025-09-21
H003227,O00828,Proposal,2025-09-21,2025-10-13
H003228,O00828,Negotiation,2025-10-13,2025-11-07
H003229,O00828,Closed Won,2025-11-07,
H003230,O00829,Prospecting,2026-05-03,2026-05-20
H003231,O00829,Qualification,2026-05-20,
H003232,O00830,Prospecting,2026-03-09,2026-03-12
H003233,O00830,Qualification,2026-03-12,2026-05-09
H003234,O00830,Proposal,2026-05-09,2026-05-17
H003235,O00830,Negotiation,2026-05-17,
H003236,O00831,Prospecting,2024-12-01,2025-01-03
H003237,O00831,Qualification,2025-01-03,2025-01-28
H003238,O00831,Proposal,2025-01-28,2025-02-09
H003239,O00831,Negotiation,2025-02-09,2025-03-19
H003240,O00831,Closed Won,2025-03-19,
H003241,O00832,Prospecting,2024-07-23,2024-11-14
H003242,O00832,Closed Lost,2024-11-14,
H003243,O00833,Prospecting,2024-10-18,2024-10-21
H003244,O00833,Qualification,2024-10-21,2024-11-22
H003245,O00833,Closed Lost,2024-11-22,
H003246,O00834,Prospecting,2026-05-03,2025-11-27
H003247,O00834,Qualification,2025-11-27,
H003248,O00835,Prospecting,2026-04-05,2026-04-14
H003249,O00835,Qualification,2026-04-14,2026-05-06
H003250,O00835,Proposal,2026-05-06,
H003251,O00836,Prospecting,2025-05-16,2025-08-26
H003252,O00836,Qualification,2025-08-26,2025-08-27
H003253,O00836,Proposal,2025-08-27,2025-09-04
H003254,O00836,Closed Lost,2025-09-04,
H003255,O00837,Prospecting,2025-08-29,2025-09-17
H003256,O00837,Qualification,2025-09-17,2025-10-20
H003257,O00837,Proposal,2025-10-20,2025-12-17
H003258,O00837,Negotiation,2025-12-17,2025-12-18
H003259,O00837,Closed Won,2025-12-18,
H003260,O00838,Prospecting,2025-08-13,2025-08-26
H003261,O00838,Qualification,2025-08-26,2025-09-23
H003262,O00838,Proposal,2025-09-23,2025-11-09
H003263,O00838,Closed Lost,2025-11-09,
H003264,O00839,Prospecting,2024-11-14,2024-11-22
H003265,O00839,Qualification,2024-11-22,2024-11-29
H003266,O00839,Proposal,2024-11-29,2024-12-03
H003267,O00839,Negotiation,2024-12-03,2024-12-05
H003268,O00839,Closed Won,2024-12-05,
H003269,O00840,Prospecting,2026-02-16,2026-02-25
H003270,O00840,Qualification,2026-02-25,2026-03-07
H003271,O00840,Proposal,2026-03-07,2026-04-09
H003272,O00840,Negotiation,2026-04-09,2026-05-16
H003273,O00840,Closed Won,2026-05-16,
H003274,O00841,Prospecting,2026-05-16,2026-05-25
H003275,O00841,Qualification,2026-05-25,2026-05-28
H003276,O00841,Proposal,2026-05-28,2026-05-30
H003277,O00841,Negotiation,2026-05-30,
H003278,O00842,Prospecting,2024-05-03,2024-06-04
H003279,O00842,Qualification,2024-06-04,2024-06-13
H003280,O00842,Closed Lost,2024-06-13,
H003281,O00843,Prospecting,2024-06-23,2024-07-02
H003282,O00843,Qualification,2024-07-02,2024-07-05
H003283,O00843,Proposal,2024-07-05,2024-07-12
H003284,O00843,Negotiation,2024-07-12,2024-07-22
H003285,O00843,Closed Won,2024-07-22,
H003286,O00844,Prospecting,2025-05-30,2025-06-08
H003287,O00844,Qualification,2025-06-08,2025-07-06
H003288,O00844,Proposal,2025-07-06,2025-09-06
H003289,O00844,Negotiation,2025-09-06,2025-09-26
H003290,O00844,Closed Won,2025-09-26,
H003291,O00845,Prospecting,2026-04-06,2026-05-02
H003292,O00845,Qualification,2026-05-02,
H003293,O00846,Prospecting,2026-05-24,2026-05-26
H003294,O00846,Qualification,2026-05-26,2026-05-27
H003295,O00846,Proposal,2026-05-27,
H003296,O00847,Prospecting,2025-05-27,2025-06-04
H003297,O00847,Qualification,2025-06-04,2025-07-09
H003298,O00847,Proposal,2025-07-09,2025-07-10
H003299,O00847,Closed Lost,2025-07-10,
H003300,O00848,Prospecting,2025-05-13,2025-05-13
H003301,O00848,Qualification,2025-05-13,2025-05-21
H003302,O00848,Proposal,2025-05-21,2025-06-02
H003303,O00848,Negotiation,2025-06-02,2025-06-14
H003304,O00848,Closed Won,2025-06-14,
H003305,O00849,Prospecting,2025-02-05,2025-03-29
H003306,O00849,Closed Lost,2025-03-29,
H003307,O00850,Prospecting,2024-10-25,2024-10-27
H003308,O00850,Qualification,2024-10-27,2024-10-28
H003309,O00850,Proposal,2024-10-28,2024-12-30
H003310,O00850,Negotiation,2024-12-30,2025-01-15
H003311,O00850,Closed Lost,2025-01-15,
H003312,O00851,Prospecting,2024-07-24,2024-07-28
H003313,O00851,Qualification,2024-07-28,2024-08-08
H003314,O00851,Proposal,2024-08-08,2024-08-18
H003315,O00851,Negotiation,2024-08-18,2024-08-29
H003316,O00851,Closed Won,2024-08-29,
H003317,O00852,Prospecting,2026-05-24,
H003318,O00853,Prospecting,2025-05-11,2025-06-19
H003319,O00853,Qualification,2025-06-19,2025-07-13
H003320,O00853,Proposal,2025-07-13,2025-07-13
H003321,O00853,Negotiation,2025-07-13,2025-08-14
H003322,O00853,Closed Won,2025-08-14,
H003323,O00854,Prospecting,2025-01-29,2025-05-22
H003324,O00854,Closed Lost,2025-05-22,
H003325,O00855,Prospecting,2024-05-04,2024-05-15
H003326,O00855,Qualification,2024-05-15,2024-06-20
H003327,O00855,Proposal,2024-06-20,2024-08-13
H003328,O00855,Closed Lost,2024-08-13,
H003329,O00856,Prospecting,2024-08-01,2024-08-21
H003330,O00856,Qualification,2024-08-21,2024-09-04
H003331,O00856,Closed Lost,2024-09-04,
H003332,O00857,Prospecting,2025-05-19,2025-06-12
H003333,O00857,Qualification,2025-06-12,2025-07-31
H003334,O00857,Proposal,2025-07-31,2025-08-11
H003335,O00857,Negotiation,2025-08-11,2025-08-28
H003336,O00857,Closed Won,2025-08-28,
H003337,O00858,Prospecting,2024-09-13,2024-10-14
H003338,O00858,Qualification,2024-10-14,2024-10-15
H003339,O00858,Proposal,2024-10-15,2025-01-05
H003340,O00858,Closed Lost,2025-01-05,
H003341,O00859,Prospecting,2024-10-29,2024-11-02
H003342,O00859,Qualification,2024-11-02,2024-11-13
H003343,O00859,Proposal,2024-11-13,2024-11-17
H003344,O00859,Negotiation,2024-11-17,2024-12-13
H003345,O00859,Closed Won,2024-12-13,
H003346,O00860,Prospecting,2024-10-22,2025-01-30
H003347,O00860,Closed Lost,2025-01-30,
H003348,O00861,Prospecting,2025-02-20,2025-04-12
H003349,O00861,Qualification,2025-04-12,2025-06-02
H003350,O00861,Closed Lost,2025-06-02,
H003351,O00862,Prospecting,2025-01-20,2025-03-03
H003352,O00862,Qualification,2025-03-03,2025-03-07
H003353,O00862,Closed Lost,2025-03-07,
H003354,O00863,Prospecting,2025-03-27,2025-04-26
H003355,O00863,Qualification,2025-04-26,2025-05-28
H003356,O00863,Proposal,2025-05-28,2025-06-20
H003357,O00863,Negotiation,2025-06-20,2025-06-30
H003358,O00863,Closed Won,2025-06-30,
H003359,O00864,Prospecting,2025-08-30,2025-09-12
H003360,O00864,Qualification,2025-09-12,2025-09-25
H003361,O00864,Proposal,2025-09-25,2025-11-03
H003362,O00864,Negotiation,2025-11-03,2025-11-11
H003363,O00864,Closed Won,2025-11-11,
H003364,O00865,Prospecting,2025-08-11,2025-09-19
H003365,O00865,Qualification,2025-09-19,2025-09-22
H003366,O00865,Proposal,2025-09-22,2025-10-31
H003367,O00865,Negotiation,2025-10-31,2025-11-17
H003368,O00865,Closed Won,2025-11-17,
H003369,O00866,Prospecting,2025-03-04,2025-05-14
H003370,O00866,Closed Lost,2025-05-14,
H003371,O00867,Prospecting,2025-12-13,2026-01-09
H003372,O00867,Qualification,2026-01-09,2026-01-29
H003373,O00867,Proposal,2026-01-29,2026-01-31
H003374,O00867,Negotiation,2026-01-31,2026-02-05
H003375,O00867,Closed Lost,2026-02-05,
H003376,O00868,Prospecting,2026-03-19,2025-11-10
H003377,O00868,Qualification,2025-11-10,
H003378,O00869,Prospecting,2025-08-13,2025-08-13
H003379,O00869,Qualification,2025-08-13,2025-08-22
H003380,O00869,Proposal,2025-08-22,2025-10-08
H003381,O00869,Negotiation,2025-10-08,2025-10-16
H003382,O00869,Closed Won,2025-10-16,
H003383,O00870,Prospecting,2026-04-26,
H003384,O00871,Prospecting,2024-08-11,2024-09-22
H003385,O00871,Qualification,2024-09-22,2024-09-24
H003386,O00871,Proposal,2024-09-24,2024-10-08
H003387,O00871,Negotiation,2024-10-08,2024-10-14
H003388,O00871,Closed Lost,2024-10-14,
H003389,O00872,Prospecting,2026-04-20,2026-04-25
H003390,O00872,Qualification,2026-04-25,
H003391,O00873,Prospecting,2026-01-02,2026-02-07
H003392,O00873,Qualification,2026-02-07,2026-02-14
H003393,O00873,Proposal,2026-02-14,2026-02-25
H003394,O00873,Negotiation,2026-02-25,2026-03-17
H003395,O00873,Closed Lost,2026-03-17,
H003396,O00874,Prospecting,2025-04-14,2025-05-24
H003397,O00874,Qualification,2025-05-24,2025-06-02
H003398,O00874,Proposal,2025-06-02,2025-06-13
H003399,O00874,Negotiation,2025-06-13,2025-06-19
H003400,O00874,Closed Won,2025-06-19,
H003401,O00875,Prospecting,2025-07-20,2025-08-05
H003402,O00875,Qualification,2025-08-05,2025-08-13
H003403,O00875,Proposal,2025-08-13,2025-08-26
H003404,O00875,Negotiation,2025-08-26,2025-09-16
H003405,O00875,Closed Won,2025-09-16,
H003406,O00876,Prospecting,2024-10-31,2024-11-07
H003407,O00876,Qualification,2024-11-07,2024-12-07
H003408,O00876,Proposal,2024-12-07,2024-12-28
H003409,O00876,Negotiation,2024-12-28,2025-01-12
H003410,O00876,Closed Won,2025-01-12,
H003411,O00877,Prospecting,2026-03-03,2026-04-17
H003412,O00877,Qualification,2026-04-17,
H003413,O00878,Prospecting,2026-04-22,2026-05-02
H003414,O00878,Qualification,2026-05-02,2026-05-15
H003415,O00878,Proposal,2026-05-15,2026-05-16
H003416,O00878,Negotiation,2026-05-16,
H003417,O00879,Prospecting,2026-04-13,2026-05-08
H003418,O00879,Qualification,2026-05-08,2026-05-30
H003419,O00879,Proposal,2026-05-30,
H003420,O00880,Prospecting,2025-12-26,2026-02-14
H003421,O00880,Qualification,2026-02-14,2026-03-16
H003422,O00880,Proposal,2026-03-16,2026-03-25
H003423,O00880,Negotiation,2026-03-25,2026-04-15
H003424,O00880,Closed Won,2026-04-15,
H003425,O00881,Prospecting,2026-04-29,2026-05-07
H003426,O00881,Qualification,2026-05-07,2026-05-20
H003427,O00881,Proposal,2026-05-20,
H003428,O00882,Prospecting,2024-10-31,2024-10-31
H003429,O00882,Qualification,2024-10-31,2024-11-17
H003430,O00882,Proposal,2024-11-17,2024-12-04
H003431,O00882,Negotiation,2024-12-04,2024-12-24
H003432,O00882,Closed Won,2024-12-24,
H003433,O00883,Prospecting,2025-01-10,2025-01-18
H003434,O00883,Qualification,2025-01-18,2025-03-21
H003435,O00883,Closed Lost,2025-03-21,
H003436,O00884,Prospecting,2026-01-23,2026-03-27
H003437,O00884,Qualification,2026-03-27,2026-04-03
H003438,O00884,Proposal,2026-04-03,2026-04-05
H003439,O00884,Negotiation,2026-04-05,2026-04-11
H003440,O00884,Closed Won,2026-04-11,
H003441,O00885,Prospecting,2026-01-14,2026-01-17
H003442,O00885,Qualification,2026-01-17,2026-02-02
H003443,O00885,Proposal,2026-02-02,2026-02-10
H003444,O00885,Negotiation,2026-02-10,2026-02-21
H003445,O00885,Closed Won,2026-02-21,
H003446,O00886,Prospecting,2024-11-05,2024-11-06
H003447,O00886,Qualification,2024-11-06,2024-11-25
H003448,O00886,Proposal,2024-11-25,2024-11-27
H003449,O00886,Closed Lost,2024-11-27,
H003450,O00887,Prospecting,2026-01-21,2026-01-23
H003451,O00887,Qualification,2026-01-23,2026-03-02
H003452,O00887,Proposal,2026-03-02,2026-03-08
H003453,O00887,Negotiation,2026-03-08,2026-03-20
H003454,O00887,Closed Won,2026-03-20,
H003455,O00888,Prospecting,2024-11-07,2025-01-15
H003456,O00888,Qualification,2025-01-15,2025-02-19
H003457,O00888,Proposal,2025-02-19,2025-03-02
H003458,O00888,Closed Lost,2025-03-02,
H003459,O00889,Prospecting,2025-06-29,2025-07-31
H003460,O00889,Qualification,2025-07-31,2025-09-08
H003461,O00889,Proposal,2025-09-08,2025-10-24
H003462,O00889,Negotiation,2025-10-24,2025-10-27
H003463,O00889,Closed Won,2025-10-27,
H003464,O00890,Prospecting,2024-07-05,2024-08-02
H003465,O00890,Qualification,2024-08-02,2024-08-04
H003466,O00890,Proposal,2024-08-04,2024-08-22
H003467,O00890,Closed Lost,2024-08-22,
H003468,O00891,Prospecting,2025-04-14,2025-04-23
H003469,O00891,Qualification,2025-04-23,2025-06-06
H003470,O00891,Proposal,2025-06-06,2025-06-16
H003471,O00891,Closed Lost,2025-06-16,
H003472,O00892,Prospecting,2025-06-17,2025-08-08
H003473,O00892,Closed Lost,2025-08-08,
H003474,O00893,Prospecting,2026-03-12,2026-04-04
H003475,O00893,Qualification,2026-04-04,
H003476,O00894,Prospecting,2024-10-18,2024-10-20
H003477,O00894,Qualification,2024-10-20,2024-11-27
H003478,O00894,Proposal,2024-11-27,2025-01-19
H003479,O00894,Negotiation,2025-01-19,2025-01-20
H003480,O00894,Closed Won,2025-01-20,
H003481,O00895,Prospecting,2026-04-19,2025-12-17
H003482,O00895,Qualification,2025-12-17,
H003483,O00896,Prospecting,2024-10-30,2024-11-30
H003484,O00896,Qualification,2024-11-30,2024-12-24
H003485,O00896,Proposal,2024-12-24,2024-12-25
H003486,O00896,Negotiation,2024-12-25,2024-12-26
H003487,O00896,Closed Won,2024-12-26,
H003488,O00897,Prospecting,2025-05-07,2025-07-06
H003489,O00897,Closed Lost,2025-07-06,
H003490,O00898,Prospecting,2025-06-06,2025-07-16
H003491,O00898,Qualification,2025-07-16,2025-09-02
H003492,O00898,Closed Lost,2025-09-02,
H003493,O00899,Prospecting,2026-04-22,2026-05-05
H003494,O00899,Qualification,2026-05-05,2026-05-10
H003495,O00899,Proposal,2026-05-10,
H003496,O00900,Prospecting,2025-07-03,2025-07-13
H003497,O00900,Qualification,2025-07-13,2025-08-17
H003498,O00900,Proposal,2025-08-17,2025-08-17
H003499,O00900,Negotiation,2025-08-17,2025-09-14
H003500,O00900,Closed Lost,2025-09-14,
H003501,O00901,Prospecting,2025-03-29,2025-04-08
H003502,O00901,Qualification,2025-04-08,2025-04-20
H003503,O00901,Closed Lost,2025-04-20,
H003504,O00902,Prospecting,2025-06-03,2025-08-16
H003505,O00902,Qualification,2025-08-16,2025-09-14
H003506,O00902,Closed Lost,2025-09-14,
H003507,O00903,Prospecting,2026-04-12,2026-04-13
H003508,O00903,Qualification,2026-04-13,
H003509,O00904,Prospecting,2024-10-29,2024-12-08
H003510,O00904,Qualification,2024-12-08,2024-12-09
H003511,O00904,Proposal,2024-12-09,2024-12-11
H003512,O00904,Negotiation,2024-12-11,2024-12-18
H003513,O00904,Closed Lost,2024-12-18,
H003514,O00905,Prospecting,2026-03-02,
H003515,O00906,Prospecting,2026-04-04,
H003516,O00907,Prospecting,2026-03-09,2026-03-12
H003517,O00907,Qualification,2026-03-12,2026-05-08
H003518,O00907,Proposal,2026-05-08,
H003519,O00908,Prospecting,2024-09-05,2025-01-03
H003520,O00908,Closed Lost,2025-01-03,
H003521,O00909,Prospecting,2025-05-11,2025-05-16
H003522,O00909,Qualification,2025-05-16,2025-05-20
H003523,O00909,Proposal,2025-05-20,2025-05-30
H003524,O00909,Negotiation,2025-05-30,2025-06-21
H003525,O00909,Closed Won,2025-06-21,
H003526,O00910,Prospecting,2025-09-16,2025-10-22
H003527,O00910,Qualification,2025-10-22,2025-10-23
H003528,O00910,Proposal,2025-10-23,2025-11-30
H003529,O00910,Negotiation,2025-11-30,2026-01-04
H003530,O00910,Closed Won,2026-01-04,
H003531,O00911,Prospecting,2024-09-21,2024-10-16
H003532,O00911,Qualification,2024-10-16,2025-01-16
H003533,O00911,Closed Lost,2025-01-16,
H003534,O00912,Prospecting,2024-10-10,2024-11-11
H003535,O00912,Qualification,2024-11-11,2024-11-27
H003536,O00912,Proposal,2024-11-27,2024-12-01
H003537,O00912,Negotiation,2024-12-01,2025-01-29
H003538,O00912,Closed Won,2025-01-29,
H003539,O00913,Prospecting,2025-01-19,2025-02-28
H003540,O00913,Qualification,2025-02-28,2025-03-29
H003541,O00913,Closed Lost,2025-03-29,
H003542,O00914,Prospecting,2025-10-12,2025-10-29
