opportunity_id,account_id,lead_id,rep_id,created_date,close_date,stage,amount,is_closed,is_won
O00653,A0006,L00653,R004,2025-01-02,2025-01-26,Closed Won,161033.0,1,1
O00654,A0242,L00654,R006,2026-03-03,,Proposal,5787.0,0,0
O00655,A0196,L00655,R018,2025-04-05,2025-05-07,Closed Lost,173280.0,1,0
O00656,A0192,L00656,R016,2024-10-03,2024-11-12,Closed Won,14606.0,1,1
O00657,A0108,L00657,R012,2026-03-22,,Proposal,64660.0,0,0
O00658,A0428,L00658,R001,2025-06-01,2025-09-16,Closed Lost,48239.0,1,0
O00659,A0480,L00659,R012,2024-09-24,2024-10-15,Closed Lost,14288.0,1,0
O00660,A0250,L00660,R006,2026-03-22,,Prospecting,12451.0,0,0
O00661,A0177,L00661,R004,2026-04-04,,Negotiation,24661.0,0,0
O00662,A0486,L00662,R001,2026-04-22,,Negotiation,12999.0,0,0
O00663,A0477,L00663,R002,2025-01-25,2025-04-12,Closed Lost,11122.0,1,0
O00664,A0029,L00664,R005,2026-03-03,,Qualification,17953.0,0,0
O00665,A0200,L00665,R005,2026-05-26,,Prospecting,6195.0,0,0
O00666,A0322,L00666,R015,2024-08-19,2024-10-01,Closed Won,19747.0,1,1
O00667,A0499,L00667,R004,2025-02-10,2025-03-16,Closed Lost,51869.0,1,0
O00668,A0285,L00668,R014,2025-07-15,2025-09-19,Closed Won,59392.0,1,1
O00669,A0212,L00669,R012,2025-02-05,2025-03-05,Closed Won,9129.0,1,1
O00670,A0108,L00670,R005,2026-03-13,,Negotiation,78528.0,0,0
O00671,A0241,L00671,R013,2025-07-22,2025-11-08,Closed Won,13773.0,1,1
O00672,A0447,L00672,R002,2024-09-26,2025-01-02,Closed Lost,132051.0,1,0
O00673,A0369,L00673,R001,2026-03-20,,Negotiation,10185.0,0,0
O00674,A0002,L00674,R017,2026-05-22,,Negotiation,49527.0,0,0
O00675,A0211,L00675,R014,2025-04-22,2025-06-08,Closed Lost,13947.0,1,0
O00676,A0008,L00676,R007,2025-09-27,2025-11-25,Closed Won,293327.0,1,1
O00677,A0177,L00677,R008,2026-04-13,,Prospecting,55551.0,0,0
O00678,A0187,L00678,R011,2025-02-16,2025-04-25,Closed Lost,14056.0,1,0
O00679,A0498,L00679,R016,2026-01-22,2026-02-13,Closed Won,18204.0,1,1
O00680,A0317,L00680,R011,2025-07-05,2025-08-31,Closed Won,52988.0,1,1
O00681,A0235,L00681,R007,2026-04-30,,Negotiation,7038.0,0,0
O00682,A0112,L00682,R005,2025-06-29,2025-08-27,Closed Lost,38586.0,1,0
O00683,A0008,L00683,R015,2026-05-07,,Proposal,120206.0,0,0
O00684,A0278,L00684,R004,2025-12-13,2026-01-08,Closed Lost,11412.0,1,0
O00685,A0160,L00685,R008,2025-09-29,2025-11-04,Closed Won,121535.0,1,1
O00686,A0131,L999937,R003,2024-08-04,2024-09-04,Closed Won,56235.0,1,1
O00687,A0354,L00687,R011,2024-09-11,2025-01-02,Closed Won,25162.0,1,1
O00688,A0111,L00688,R010,2025-05-23,2025-09-19,Closed Won,32702.0,1,1
O00689,A0320,L00689,R016,2024-09-03,2024-12-08,Closed Won,14492.0,1,1
O00690,A0423,L00690,R016,2024-05-23,2024-08-13,Closed Won,79815.0,1,1
O00691,A0188,L00691,R012,2024-11-01,2024-12-11,Closed Lost,10137.0,1,0
O00692,A0428,L00692,R018,2026-05-02,,Prospecting,27681.0,0,0
O00693,A0128,L00693,R004,2025-10-13,2025-11-04,Closed Won,6992.0,1,1
O00694,A0015,L00694,R004,2025-01-30,2025-03-07,Closed Lost,7270.0,1,0
O00695,A0326,L00695,R014,2025-06-14,2025-09-07,Closed Lost,12652.0,1,0
O00696,A0444,L00696,R018,2025-12-23,2026-04-20,Closed Won,38421.0,1,1
O00697,A0224,L00697,R014,2026-05-20,,Prospecting,59081.0,0,0
O00698,A0100,L00698,R007,2025-08-04,2025-09-01,Closed Lost,10782.0,1,0
O00699,A0205,L00699,R015,2025-04-26,2025-07-22,Closed Lost,59576.0,1,0
O00700,A0123,L00700,R012,2025-03-18,2025-07-15,Closed Won,8525.0,1,1
O00701,A0284,L00701,R017,2025-02-15,2025-04-25,Closed Lost,41073.0,1,0
O00702,A0359,L00702,R015,2026-02-21,2026-05-25,Closed Lost,19472.0,1,0
O00703,A0250,L00703,R008,2026-01-06,2026-02-16,Closed Won,9496.0,1,1
O00704,A0392,L00704,R018,2026-04-07,,Qualification,14433.0,0,0
O00705,A0264,L00705,R012,2025-06-30,2025-08-01,Closed Won,168444.0,1,1
O00706,A0157,,R001,2025-09-18,2025-12-05,Closed Won,60129.0,1,1
O00707,A0015,L00707,R015,2025-07-21,2025-09-20,Closed Won,5783.0,1,1
O00708,A0452,L00708,R017,2026-04-04,,Prospecting,20323.0,0,0
O00709,A0153,L00709,R006,2025-02-01,2025-04-10,Closed Lost,9320.0,1,0
O00710,A0160,L00710,R014,2026-04-23,,Negotiation,118797.0,0,0
O00711,A0489,L00711,R014,2025-01-26,2025-02-26,Closed Lost,10274.0,1,0
O00712,A0324,L00712,R013,2024-07-01,2024-09-22,Closed Won,133973.0,1,1
O00713,A0053,L00713,R015,2026-05-06,,Proposal,33674.0,0,0
O00714,A0053,L00714,R004,2026-01-26,2026-04-13,Closed Won,28523.0,1,1
O00715,A0344,L00715,R011,2024-08-18,2024-11-05,Closed Won,19251.0,1,1
O00716,A0331,L00716,R007,2024-07-26,2024-10-24,Closed Won,49664.0,1,1
O00717,A0027,L00717,R007,2025-07-07,2025-09-13,Closed Won,151457.0,1,1
O00718,A0247,L00718,R002,2024-08-22,2024-10-12,Closed Won,12103.0,1,1
O00719,A0267,L00719,R005,2025-06-19,2025-10-08,Closed Lost,38052.0,1,0
O00720,A0103,L00720,R004,2026-01-01,2026-04-21,Closed Lost,285973.0,1,0
O00721,A0239,L00721,R016,2025-03-19,2025-04-29,Closed Lost,160038.0,1,0
O00722,A0450,L00722,R018,2025-04-08,2025-06-21,Closed Lost,29295.0,1,0
O00723,A0441,L00723,R013,2026-05-17,,Proposal,31188.0,0,0
O00724,A0055,L00724,R001,2024-12-20,2025-02-15,Closed Lost,18417.0,1,0
O00725,A0402,L00725,R009,2025-01-19,2025-04-18,Closed Lost,41998.0,1,0
O00726,A0446,L00726,R012,2026-05-17,,Negotiation,283037.0,0,0
O00727,A0206,L00727,R012,2024-06-01,2024-08-23,Closed Won,34434.0,1,1
O00728,A0045,L00728,R012,2026-05-21,,Negotiation,11189.0,0,0
O00729,A0295,L00729,R006,2025-04-17,2025-07-12,Closed Won,38104.0,1,1
O00730,A0174,L00730,R018,2024-09-28,2025-01-13,Closed Lost,6805.0,1,0
O00731,A0244,L00731,R015,2024-12-09,2025-01-03,Closed Won,6058.0,1,1
O00732,A0177,L00732,R001,2025-02-15,2025-04-20,Closed Won,74664.0,1,1
O00733,A0136,L00733,R004,2025-02-22,2025-03-24,Closed Lost,17010.0,1,0
O00734,A0406,L00734,R007,2025-01-23,2025-02-24,Closed Won,15437.0,1,1
O00735,A0403,L00735,R013,2025-07-01,2025-08-07,Closed Won,7280.0,1,1
O00736,A0231,L00736,R007,2026-04-26,,Prospecting,32017.0,0,0
O00737,A0348,L00737,R017,2025-04-28,2025-07-16,Closed Lost,13254.0,1,0
O00738,A0479,L00738,R002,2025-01-04,2025-03-03,Closed Won,11896.0,1,1
O00739,A0147,L00739,R016,2024-05-07,2024-08-20,Closed Won,17375.0,1,1
O00740,A0028,L00740,R018,2024-08-08,2024-11-12,Closed Won,74387.0,1,1
O00741,A0293,L00741,R014,2025-10-11,2025-11-26,Closed Won,53477.0,1,1
O00742,A0320,L00742,R006,2025-09-09,2025-09-29,Closed Won,7535.0,1,1
O00743,A0061,L00743,R005,2025-09-30,2025-10-23,Closed Won,6587.0,1,1
O00744,A0093,L00744,R016,2025-07-24,2025-10-30,Closed Lost,8849.0,1,0
O00745,A0011,L00745,R015,2025-10-06,2025-11-16,Closed Lost,7321.0,1,0
O00746,A0051,L00746,R009,2025-05-31,2025-08-09,Closed Lost,234340.0,1,0
O00747,A0213,L00747,R006,2024-05-12,2024-07-20,Closed Won,87332.0,1,1
O00748,A0022,L00748,R018,2025-08-13,2025-12-03,Closed Lost,172989.0,1,0
O00749,A0252,L00749,R017,2024-07-04,2024-09-27,Closed Lost,10715.0,1,0
O00750,A0282,L00750,R013,2026-04-06,,Proposal,50112.0,0,0
O00751,A0482,L00751,R012,2026-03-06,2026-05-29,Closed Lost,14926.0,1,0
O00752,A0293,L00752,R008,2024-10-10,2025-01-31,Closed Won,74387.0,1,1
O00753,A0380,L00753,R015,2024-08-16,2024-10-05,Closed Lost,17644.0,1,0
O00754,A0033,L00754,R005,2024-07-14,2024-11-06,Closed Won,15025.0,1,1
O00755,A0161,L00755,R009,2025-12-09,2026-03-20,Closed Won,16447.0,1,1
O00756,A0101,L00756,R008,2024-07-28,2024-09-10,Closed Lost,30622.0,1,0
O00757,A0049,L00757,R015,2026-04-17,,Negotiation,5544.0,0,0
O00758,A0456,L00758,R010,2025-12-06,2026-01-21,Closed Won,15522.0,1,1
O00759,A0401,L00759,R008,2025-12-04,2026-01-02,Closed Won,12190.0,1,1
O00760,A0026,L00760,R006,2025-01-13,2025-03-11,Closed Won,13856.0,1,1
O00761,A0038,L00761,R005,2025-09-25,2026-01-01,Closed Lost,14426.0,1,0
O00762,A0292,L00762,R012,2025-01-23,2025-04-06,Closed Won,148957.0,1,1
O00763,A0367,L00763,R012,2026-04-01,,Negotiation,69633.0,0,0
O00764,A0404,L00764,R018,2026-05-17,,Prospecting,42665.0,0,0
O00765,A0065,L00765,R001,2024-12-17,2025-03-11,Closed Won,16851.0,1,1
O00766,A0114,L00766,R001,2026-03-27,,Negotiation,5906.0,0,0
O00767,A0215,L00767,R010,2026-01-21,2026-02-25,Closed Won,11993.0,1,1
O00768,A0046,L00768,R005,2025-12-03,2026-03-01,Closed Lost,5164.0,1,0
O00769,A0125,L00769,R002,2025-02-14,2025-03-29,Closed Won,5931.0,1,1
O00770,A0065,L00770,R009,2024-07-18,2024-08-16,Closed Won,11517.0,1,1
O00771,A0449,L00771,R004,2025-11-16,2026-01-21,Closed Lost,19069.0,1,0
O00772,A0271,L00772,R001,2026-05-20,,Negotiation,107362.0,0,0
O00773,A0153,L00773,R004,2024-09-23,2025-01-21,Closed Won,14059.0,1,1
O00774,A0058,L00774,R016,2025-05-29,2025-09-01,Closed Won,52696.0,1,1
O00775,A0248,L00775,R007,2024-11-27,2025-01-14,Closed Lost,76542.0,1,0
O00776,A0382,L00776,R017,2026-04-14,,Proposal,86813.0,0,0
O00777,A0311,L00777,R008,2024-06-28,2024-10-20,Closed Lost,19184.0,1,0
O00778,A0361,L00778,R006,2026-05-09,,Negotiation,16107.0,0,0
O00779,A0191,L00779,R018,2025-02-12,2025-03-05,Closed Won,17216.0,1,1
O00780,A0198,L00780,R005,2026-02-28,2026-04-21,Closed Won,60340.0,1,1
O00781,A0424,L00781,R009,2024-06-07,2024-08-25,Closed Lost,12271.0,1,0
O00782,A0290,L00782,R005,2024-07-05,2024-09-03,Closed Lost,25213.0,1,0
O00783,A0114,L00783,R003,2024-12-25,2025-01-20,Closed Lost,7858.0,1,0
O00784,A0343,L00784,R008,2024-12-20,2025-03-20,Closed Won,76398.0,1,1
O00785,A0423,L00785,R007,2024-12-27,2025-04-02,Closed Lost,75666.0,1,0
O00786,A0119,L00786,R011,2026-04-24,,Prospecting,165403.0,0,0
O00787,A0142,L00787,R006,2026-04-13,,Negotiation,5404.0,0,0
O00788,A0185,L00788,R017,2026-03-05,,Prospecting,9765.0,0,0
O00789,A0157,L00789,R015,2025-04-18,2025-07-21,Closed Lost,66908.0,1,0
O00790,A0364,L00790,R014,2024-12-16,2025-01-14,Closed Lost,11243.0,1,0
O00791,A0237,L00791,R010,2025-12-11,2026-01-24,Closed Won,54370.0,1,1
O00792,A0116,L00792,R014,2025-07-30,2025-09-18,Closed Won,10157.0,1,1
O00793,A0327,L00793,R005,2026-03-31,,Qualification,14915.0,0,0
O00794,A0338,,R003,2025-04-15,2025-06-10,Closed Won,15910.0,1,1
O00795,A0248,L00795,R014,2026-04-29,,Prospecting,77766.0,0,0
O00796,A0132,L00796,R013,2024-09-07,2024-10-09,Closed Lost,14086.0,1,0
O00797,A0084,L00797,R003,2026-04-20,,Negotiation,24785.0,0,0
O00798,A0169,L00798,R017,2024-08-19,2024-11-25,Closed Lost,74048.0,1,0
O00799,A0178,L00799,R017,2025-07-21,2025-11-12,Closed Lost,197675.0,1,0
O00800,A0295,L00800,R017,2025-12-29,2026-01-18,Closed Won,73746.0,1,1
O00801,A0255,L00801,R006,2026-03-31,,Proposal,58540.0,0,0
O00802,A0290,L00802,R017,2025-03-23,2025-05-31,Closed Won,75316.0,1,1
O00803,A0366,L00803,R010,2025-03-18,2025-06-24,Closed Lost,48215.0,1,0
O00804,A0060,L00804,R009,2025-02-20,2025-04-02,Closed Won,37946.0,1,1
O00805,A0071,L00805,R010,2024-05-29,2024-07-09,Closed Lost,8388.0,1,0
O00806,A0098,L00806,R015,2025-02-13,2025-03-31,Closed Won,52005.0,1,1
O00807,A0459,L00807,R013,2026-04-27,,Negotiation,16735.0,0,0
O00808,A0059,L00808,R015,2024-07-16,2024-09-02,Closed Lost,10795.0,1,0
O00809,A0257,L00809,R002,2025-07-18,2025-08-11,Closed Lost,70924.0,1,0
O00810,A0421,L00810,R016,2026-02-02,2026-05-14,Closed Lost,253311.0,1,0
O00811,A0189,L00811,R013,2025-09-09,2025-10-18,Closed Won,8607.0,1,1
O00812,A0476,,R014,2024-07-08,2024-09-21,Closed Won,19043.0,1,1
O00813,A0132,L00813,R012,2025-09-08,2025-11-11,Closed Won,11230.0,1,1
O00814,A0147,L00814,R009,2025-05-01,2025-08-05,Closed Lost,12947.0,1,0
O00815,A0144,L00815,R006,2024-10-28,2024-12-01,Closed Lost,197223.0,1,0
O00816,A0442,L00816,R016,2024-12-27,2025-04-13,Closed Lost,290952.0,1,0
O00817,A0108,L00817,R015,2025-03-27,2025-07-23,Closed Won,75770.0,1,1
O00818,A0131,L00818,R005,2026-02-11,2026-04-15,Closed Lost,23580.0,1,0
O00819,A0111,,R003,2024-08-21,2024-11-29,Closed Won,77384.0,1,1
O00820,A0011,L00820,R002,2025-11-18,2026-01-22,Closed Lost,11212.0,1,0
O00821,A0106,L00821,R004,2025-06-10,2025-09-06,Closed Won,55092.0,1,1
O00822,A0277,L00822,R017,2025-10-22,2025-11-13,Closed Won,36299.0,1,1
O00823,A0013,L00823,R014,2024-09-04,2024-10-28,Closed Won,15347.0,1,1
O00824,A0043,L00824,R010,2025-06-30,2025-10-21,Closed Lost,99369.0,1,0
O00825,A0271,L00825,R002,2024-11-15,2025-01-24,Closed Lost,119805.0,1,0
O00826,A0230,L00826,R005,2025-05-21,2025-08-09,Closed Lost,6633.0,1,0
O00827,A0242,L00827,R013,2024-05-18,2024-07-25,Closed Lost,19871.0,1,0
O00828,A0289,L00828,R008,2025-09-01,2025-11-07,Closed Won,5407.0,1,1
O00829,A0042,L00829,R004,2026-05-03,,Qualification,227032.0,0,0
O00830,A0237,L00830,R016,2026-03-09,,Negotiation,67384.0,0,0
O00831,A0345,L00831,R008,2024-12-01,2025-03-19,Closed Won,59238.0,1,1
O00832,A0161,L00832,R009,2024-07-23,2024-11-14,Closed Lost,16614.0,1,0
O00833,A0188,L00833,R001,2024-10-18,2024-11-22,Closed Lost,17400.0,1,0
O00834,A0443,L00834,R004,2026-05-03,,Qualification,13113.0,0,0
O00835,A0059,L00835,R013,2026-04-05,,Proposal,9820.0,0,0
O00836,A0146,L00836,R004,2025-05-16,2025-09-04,Closed Lost,64893.0,1,0
O00837,A0361,L00837,R017,2025-08-29,2025-12-18,Closed Won,18965.0,1,1
O00838,A0003,L00838,R004,2025-08-13,2025-11-09,Closed Lost,16492.0,1,0
O00839,A0176,L00839,R016,2024-11-14,2024-12-05,Closed Won,14161.0,1,1
O00840,A0184,L00840,R008,2026-02-16,2026-05-16,Closed Won,70265.0,1,1
O00841,A0090,L00841,R002,2026-05-16,,Negotiation,14235.0,0,0
O00842,A0369,L00842,R013,2024-05-03,2024-06-13,Closed Lost,15090.0,1,0
O00843,A0074,L00843,R009,2024-06-23,2024-07-22,Closed Won,7700.0,1,1
O00844,A0251,L00844,R005,2025-05-30,2025-09-26,Closed Won,6921.0,1,1
O00845,A0303,L00845,R018,2026-04-06,,Qualification,8504.0,0,0
O00846,A0395,L00846,R003,2026-05-24,,Proposal,16229.0,0,0
O00847,A0336,L00847,R008,2025-05-27,2025-07-10,Closed Lost,16935.0,1,0
O00848,A0181,L00848,R001,2025-05-13,2025-06-14,Closed Won,32772.0,1,1
O00849,A0321,L00849,R001,2025-02-05,2025-03-29,Closed Lost,184410.0,1,0
O00850,A0432,L00850,R018,2024-10-25,2025-01-15,Closed Lost,12713.0,1,0
O00851,A0448,L00851,R013,2024-07-24,2024-08-29,Closed Won,7509.0,1,1
O00852,A0158,L00852,R005,2026-05-24,,Prospecting,222628.0,0,0
O00853,A0425,L00853,R017,2025-05-11,2025-08-14,Closed Won,10185.0,1,1
O00854,A0031,L00854,R015,2025-01-29,2025-05-22,Closed Lost,8161.0,1,0
O00855,A0138,L00855,R013,2024-05-04,2024-08-13,Closed Lost,33020.0,1,0
O00856,A0419,L00856,R011,2024-08-01,2024-09-04,Closed Lost,25642.0,1,0
O00857,A0483,L00857,R004,2025-05-19,2025-08-28,Closed Won,17561.0,1,1
O00858,A0322,L00858,R016,2024-09-13,2025-01-05,Closed Lost,19769.0,1,0
O00859,A0283,L00859,R005,2024-10-29,2024-12-13,Closed Won,11782.0,1,1
O00860,A0182,L00860,R012,2024-10-22,2025-01-30,Closed Lost,70618.0,1,0
O00861,A0269,L00861,R018,2025-02-20,2025-06-02,Closed Lost,8451.0,1,0
O00862,A0415,L00862,R005,2025-01-20,2025-03-07,Closed Lost,18013.0,1,0
O00863,A0259,L00863,R004,2025-03-27,2025-06-30,Closed Won,61360.0,1,1
O00864,A0053,L00864,R016,2025-08-30,2025-11-11,Closed Won,43519.0,1,1
O00865,A0082,L00865,R004,2025-08-11,2025-11-17,Closed Won,55833.0,1,1
O00866,A0127,L00866,R011,2025-03-04,2025-05-14,Closed Lost,177836.0,1,0
O00867,A0451,L00867,R002,2025-12-13,2026-02-05,Closed Lost,53224.0,1,0
O00868,A0483,L00868,R004,2026-03-19,,Qualification,13586.0,0,0
O00869,A0486,L00869,R015,2025-08-13,2025-10-16,Closed Won,10067.0,1,1
O00870,A0151,L00870,R004,2026-04-26,,Prospecting,25267.0,0,0
O00871,A0278,L00871,R007,2024-08-11,2024-10-14,Closed Lost,17707.0,1,0
O00872,A0416,L00872,R005,2026-04-20,,Qualification,16570.0,0,0
O00873,A0387,L00873,R006,2026-01-02,2026-03-17,Closed Lost,78852.0,1,0
O00874,A0111,L00874,R004,2025-04-14,2025-06-19,Closed Won,59880.0,1,1
O00875,A0323,L00875,R009,2025-07-20,2025-09-16,Closed Won,29049.0,1,1
O00876,A0194,L00876,R009,2024-10-31,2025-01-12,Closed Won,295292.0,1,1
O00877,A0174,L00877,R002,2026-03-03,,Qualification,17004.0,0,0
O00878,A0344,L00878,R009,2026-04-22,,Negotiation,5189.0,0,0
O00879,A0402,L00879,R010,2026-04-13,,Proposal,49508.0,0,0
O00880,A0192,L00880,R002,2025-12-26,2026-04-15,Closed Won,16054.0,1,1
O00881,A0025,L00881,R001,2026-04-29,,Proposal,9615.0,0,0
O00882,A0169,L00882,R014,2024-10-31,2024-12-24,Closed Won,39408.0,1,1
O00883,A0298,L00883,R014,2025-01-10,2025-03-21,Closed Lost,173649.0,1,0
O00884,A0073,L00884,R008,2026-01-23,2026-04-11,Closed Won,52338.0,1,1
O00885,A0285,L00885,R002,2026-01-14,2026-02-21,Closed Won,22663.0,1,1
O00886,A0169,L00886,R014,2024-11-05,2024-11-27,Closed Lost,61729.0,1,0
O00887,A0483,L999908,R004,2026-01-21,2026-03-20,Closed Won,18003.0,1,1
O00888,A0287,L00888,R014,2024-11-07,2025-03-02,Closed Lost,34103.0,1,0
O00889,A0340,L00889,R001,2025-06-29,2025-10-27,Closed Won,37870.0,1,1
O00890,A0160,L00890,R005,2024-07-05,2024-08-22,Closed Lost,138018.0,1,0
O00891,A0165,L00891,R009,2025-04-14,2025-06-16,Closed Lost,181984.0,1,0
O00892,A0250,L00892,R013,2025-06-17,2025-08-08,Closed Lost,13720.0,1,0
O00893,A0484,L00893,R009,2026-03-12,,Qualification,15344.0,0,0
O00894,A0158,L00894,R009,2024-10-18,2025-01-20,Closed Won,256816.0,1,1
O00895,A0487,L00895,R014,2026-04-19,,Qualification,225867.0,0,0
O00896,A0049,L00896,R004,2024-10-30,2024-12-26,Closed Won,8576.0,1,1
O00897,A0177,L00897,R008,2025-05-07,2025-07-06,Closed Lost,34270.0,1,0
O00898,A0481,L00898,R012,2025-06-06,2025-09-02,Closed Lost,17480.0,1,0
O00899,A0414,L00899,R003,2026-04-22,,Proposal,49455.0,0,0
O00900,A0087,L00900,R002,2025-07-03,2025-09-14,Closed Lost,79459.0,1,0
O00901,A0500,L00901,R011,2025-03-29,2025-04-20,Closed Lost,237173.0,1,0
O00902,A0046,L00902,R001,2025-06-03,2025-09-14,Closed Lost,11066.0,1,0
O00903,A0120,L00903,R017,2026-04-12,,Qualification,12736.0,0,0
O00904,A0289,L00904,R005,2024-10-29,2024-12-18,Closed Lost,12523.0,1,0
O00905,A0455,L00905,R009,2026-03-02,,Prospecting,9011.0,0,0
O00906,A0498,L00906,R007,2026-04-04,,Prospecting,19125.0,0,0
O00907,A0268,L00907,R008,2026-03-09,,Proposal,5388.0,0,0
O00908,A0200,L00908,R012,2024-09-05,2025-01-03,Closed Lost,13381.0,1,0
O00909,A0379,L00909,R014,2025-05-11,2025-06-21,Closed Won,14499.0,1,1
O00910,A0133,L00910,R012,2025-09-16,2026-01-04,Closed Won,10407.0,1,1
O00911,A0226,L00911,R011,2024-09-21,2025-01-16,Closed Lost,9225.0,1,0
O00912,A0186,L00912,R013,2024-10-10,2025-01-29,Closed Won,43771.0,1,1
O00913,A0372,L00913,R003,2025-01-19,2025-03-29,Closed Lost,65552.0,1,0
O00914,A0075,L00914,R005,2025-10-12,2026-02-04,Closed Lost,5197.0,1,0
O00915,A0427,L00915,R010,2026-02-23,2026-05-16,Closed Won,40597.0,1,1
O00916,A0335,L00916,R007,2024-10-01,2024-11-18,Closed Won,6060.0,1,1
O00917,A0250,L00917,R017,2026-05-08,,Qualification,14329.0,0,0
O00918,A0314,L00918,R010,2025-11-02,2026-01-29,Closed Won,10398.0,1,1
O00919,A0129,L00919,R004,2026-04-02,,Qualification,68459.0,0,0
O00920,A0133,L00920,R002,2024-09-13,2024-10-11,Closed Won,9546.0,1,1
O00921,A0239,L00921,R010,2026-04-11,,Prospecting,105760.0,0,0
O00922,A0221,L00922,R004,2026-01-03,2026-02-19,Closed Lost,51197.0,1,0
O00923,A0444,L00923,R012,2026-01-20,2026-05-01,Closed Lost,70947.0,1,0
O00924,A0165,L00924,R010,2026-04-09,,Proposal,206688.0,0,0
O00925,A0155,L00925,R003,2026-03-25,,Negotiation,195354.0,0,0
O00926,A0033,L00926,R013,2025-04-16,2025-07-01,Closed Won,12078.0,1,1
O00927,A0116,L00927,R010,2025-08-27,2025-11-22,Closed Won,10033.0,1,1
O00928,A0162,L00928,R014,2026-03-22,,Qualification,32576.0,0,0
O00929,A0327,L00929,R008,2025-01-25,2025-03-15,Closed Lost,17922.0,1,0
O00930,A0158,L00930,R008,2024-05-06,2024-07-18,Closed Won,160744.0,1,1
O00931,A0229,L00931,R001,2026-03-09,2026-04-24,Closed Lost,151881.0,1,0
O00932,A0192,L00932,R011,2026-01-23,2026-03-11,Closed Won,14143.0,1,1
O00933,A0362,L00933,R011,2026-03-07,,Negotiation,16817.0,0,0
O00934,A0029,L00934,R005,2024-08-22,2024-10-17,Closed Won,10614.0,1,1
O00935,A0207,L00935,R016,2024-11-21,2025-02-22,Closed Lost,7486.0,1,0
O00936,A0287,L00936,R012,2024-05-23,2024-07-19,Closed Lost,69990.0,1,0
O00937,A0370,L00937,R017,2024-11-05,2024-12-22,Closed Lost,174694.0,1,0
O00938,A0486,L00938,R005,2024-09-21,2024-10-13,Closed Lost,9243.0,1,0
O00939,A0199,L00939,R015,2026-03-09,,Proposal,12968.0,0,0
O00940,A0437,L00940,R015,2025-04-07,2025-07-09,Closed Lost,41434.0,1,0
O00941,A0488,L00941,R003,2024-07-29,2024-10-22,Closed Won,71156.0,1,1
O00942,A0384,L00942,R015,2024-10-03,2025-01-25,Closed Lost,48242.0,1,0
O00943,A0391,L00943,R015,2025-06-16,2025-07-08,Closed Lost,68461.0,1,0
O00944,A0162,L00944,R005,2025-03-31,2025-07-15,Closed Won,29862.0,1,1
O00945,A0178,L00945,R016,2024-09-29,2025-01-25,Closed Won,267407.0,1,1
O00946,A0020,L00946,R010,2026-04-12,,Proposal,7086.0,0,0
O00947,A0496,L00947,R017,2024-05-28,2024-08-01,Closed Won,141074.0,1,1
O00948,A0013,L00948,R014,2024-06-20,2024-08-27,Closed Lost,19213.0,1,0
O00949,A0047,L00949,R010,2024-09-02,2024-11-27,Closed Lost,7868.0,1,0
O00950,A0303,L00950,R018,2024-08-01,2024-09-16,Closed Lost,17282.0,1,0
O00951,A0004,L00951,R008,2026-03-14,,Proposal,290609.0,0,0
O00952,A0424,L00952,R005,2025-06-04,2025-09-15,Closed Lost,9926.0,1,0
O00953,A0071,L00953,R004,2024-10-07,2025-01-01,Closed Won,9079.0,1,1
O00954,A0434,L00954,R006,2025-07-04,2025-08-13,Closed Lost,15829.0,1,0
O00955,A0371,L00955,R013,2024-10-14,2024-11-17,Closed Won,18276.0,1,1
O00956,A0133,,R001,2025-08-25,2025-09-17,Closed Won,10260.0,1,1
O00957,A0382,L00957,R010,2025-04-23,2025-05-14,Closed Won,269404.0,1,1
O00958,A0492,L00958,R017,2026-02-12,2026-05-20,Closed Lost,19027.0,1,0
O00959,A0450,L00959,R003,2026-01-19,2026-03-26,Closed Lost,36833.0,1,0
O00960,A0416,L00960,R004,2024-09-24,2024-10-30,Closed Won,14359.0,1,1
O00961,A0308,L00961,R005,2025-03-05,2025-06-17,Closed Won,9092.0,1,1
O00962,A0494,L00962,R014,2025-05-19,2025-08-01,Closed Won,37480.0,1,1
O00963,A0400,L00963,R001,2024-05-15,2024-06-27,Closed Won,61410.0,1,1
O00964,A0006,L00964,R009,2025-12-13,2026-03-23,Closed Won,206032.0,1,1
O00965,A0059,L00965,R012,2025-04-11,2025-06-13,Closed Lost,9576.0,1,0
O00966,A0387,L00966,R012,2025-10-14,2025-12-16,Closed Lost,49905.0,1,0
O00967,A0272,L00967,R005,2024-09-01,2024-10-05,Closed Lost,6549.0,1,0
O00968,A0493,L00968,R018,2026-03-25,,Negotiation,25437.0,0,0
O00969,A0367,L00969,R010,2026-05-13,,Prospecting,43195.0,0,0
O00970,A0116,L00970,R004,2024-10-17,2025-02-01,Closed Won,13697.0,1,1
O00971,A0077,L00971,R008,2025-06-15,2025-07-11,Closed Won,14988.0,1,1
O00972,A0161,L00972,R017,2025-11-21,2026-01-12,Closed Won,16821.0,1,1
O00973,A0030,L00973,R003,2025-01-04,2025-02-13,Closed Lost,11723.0,1,0
O00974,A0036,L00974,R003,2025-12-21,2026-04-12,Closed Lost,9525.0,1,0
O00975,A0381,L00975,R012,2024-08-14,2024-11-09,Closed Lost,5176.0,1,0
O00976,A0228,L00976,R016,2026-04-14,,Proposal,6153.0,0,0
O00977,A0234,L00977,R004,2025-02-23,2025-05-16,Closed Lost,14584.0,1,0
